,Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Usefulness of the source,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak/emergency,Spread of the outbreak/emergency,Health workforce,Socio-economic status
291,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
292,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
293,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Livelihoods and economic relations,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
294,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
295,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Geographic and infrastructure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
296,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
297,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
298,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Livelihoods and economic relations,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
299,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
300,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Geographic and infrastructure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
301,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
302,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
303,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Livelihoods and economic relations,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
304,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
305,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Geographic and infrastructure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
306,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
307,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
308,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Livelihoods and economic relations,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
309,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
310,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Geographic and infrastructure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
311,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
312,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
313,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Livelihoods and economic relations,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Acceptibility,Affective attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
314,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582917,81603-582917,"[...] in African countries (like Malawi), the fragmented healthcare system was the main reason hindering the acceptance of the COVID-19 vaccine. Slum-dwellers, residents of semi-urban and rural areas, daily wager, divorced, widowed, prisoners, and drug addicts are more vaccine-hesitant as belonging to a partly excluded social group negatively affected the COVID19 vaccination (approaching this group at their place might have built a sense of inclusiveness resulting in increased vaccination uptake in vaccine express). The high hesitancy is due to mistrust in the government, lack of confidence in the vaccine's efficacy and the integrity of the providers, anti-vaccine campaigns on social media, religious beliefs, and socioeconomic status (Communication strategy adopted by vaccine express had overcome these issues of vaccine hesitancy).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,Vulnerable groups,,Malawi,Malawi,,,,,2022-01-01,Very high,Utilisation,Provider's attitude,Response,Vaccination,Increase,Hinder,Facilitate,,
