,iso3,admin_level_1,indicator_id,subvariable,question,indicator_value,nominator,denominator,gender,age_group,age_info,target_group,area,indicator_date,indicator_matching,error_margin,representativeness,limitation,indicator_comment,source_id,interpolated,insert_date,publish,indicator_month,indicator_name,dimension,variable,indicator_type,indicator_publish,country_name,region,display_in_tableau,income_group,fragility_index_fund_for_peace,organisation,title,details,authors,methodology,sample_size,target_pop,scale,quality_check,access_type,source_comment,publication_channel,link,source_date,key_words,source_status,frequency,sample_type,population_size,category
471,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.853669,65.0,76.0,All,Adult,25-54,Unspecified,All,2021-03-01,Match,0.11470786693528087,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-11 10:32:39,1,2021-03-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
472,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.813175,42.0,52.0,All,Adult,25-54,Unspecified,All,2021-04-01,Match,0.1386750490563073,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-11 11:36:07,1,2021-04-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
473,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.794461,60.0,75.0,All,Adult,25-54,Unspecified,All,2021-05-01,Match,0.11547005383792514,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-11 12:48:51,1,2021-05-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
474,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.750743,50.0,67.0,All,Adult,25-54,Unspecified,All,2021-06-01,Match,0.12216944435630522,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-11 18:47:44,1,2021-06-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
475,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.812411,78.0,96.0,All,Adult,25-54,Unspecified,All,2021-07-01,Match,0.10206207261596577,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-11 20:09:27,1,2021-07-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
476,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.691646,54.0,78.0,All,Adult,25-54,Unspecified,All,2021-08-01,Match,0.11322770341445956,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-12 09:52:33,1,2021-08-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
477,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.419146,24.0,58.0,All,Adult,25-54,Unspecified,All,2021-09-01,Match,0.13130643285972254,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-12 10:58:20,1,2021-09-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
478,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.758595,39.0,52.0,All,Adult,25-54,Unspecified,All,2021-10-01,Match,0.1386750490563073,Acceptable,"Facebook users only, Limited sample size",,S112,0,2021-12-12 11:51:23,1,2021-10-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
479,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.740011,35.0,47.0,All,Adult,25-54,Unspecified,All,2021-11-01,Match,0.14586499149789456,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2021-12-12 12:47:07,1,2021-11-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
480,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.928279,44.0,47.0,All,Adult,25-54,Unspecified,All,2021-12-01,Match,0.14586499149789456,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-01-04 14:04:23,1,2021-12-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
481,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.625155,38.0,61.0,All,Adult,25-54,Unspecified,All,2022-01-01,Match,0.12803687993289598,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-04-07 11:07:50,1,2022-01-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
482,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.766679,35.0,45.0,All,Adult,25-54,Unspecified,All,2022-02-01,Match,0.14907119849998599,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-04-07 12:13:06,1,2022-02-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
483,ZWE,National,PRA001,Mask,"In the last 7 days, how often did you wear a mask when in public? - All of the time / Most of the time",0.547037,25.0,46.0,All,Adult,25-54,Unspecified,All,2022-03-01,Match,0.14744195615489714,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-04-07 13:00:35,1,2022-03-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Adult
484,ZWE,National,PRA001,Mask,"In the past 7 days, did you wear a face mask or face covering when going to a public place? - Y",0.98734,,1385.0,All,All,18 and above ,Unspecified,All,2020-07-01,Match,0.08061138223506886,Good,,,S164,0,2022-04-15 11:46:42,1,2020-07-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,World Bank,Harmonized COVID-19 Household Monitoring Surveys,"The dataset contains harmonized indicators created from high-frequency phone surveys collected by the World Bank and partners. The surveys capture the socioeconomic impacts of the COVID-19 pandemic on households and individuals from all developing regions. Data are available for over 90 indicators in 14 topic areas, including education, food security, income, safety nets, and others. For more information, please refer to our Technical Note and Data Dictionary.",World Bank,Phone survey,8794,,Multi-country,Internal review,Dataset,"The figures presented in this dashboard are derived from the Rapid Monitoring Database (RMD). The RMD is a harmonized collection of high-frequency phone surveys in response to the COVID-19 crisis conducted by the World Bank Group and partners so that they share a common format. In cases where countries had recently conducted representative household survey that contains re-contact information for some or all household members, this data was often used to create a representative sampling frame for telephone-based surveys. In other cases, list-based sampling frames used numbers from government registries, telecommunications companies, marketing firms, or other sources to survey representative samples. See more on: https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys",World Bank,https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys,2020-03-01,impact|practice,Processed,,Misc.,14862924.0,Global
485,ZWE,National,PRA001,Mask,"In the past 7 days, did you wear a face mask or face covering when going to a public place? - Y",0.989136,,1030.0,All,All,18 and above ,Unspecified,Rural,2020-07-01,Match,0.09347654292746337,Good,,,S164,0,2022-04-15 11:46:42,1,2020-07-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,World Bank,Harmonized COVID-19 Household Monitoring Surveys,"The dataset contains harmonized indicators created from high-frequency phone surveys collected by the World Bank and partners. The surveys capture the socioeconomic impacts of the COVID-19 pandemic on households and individuals from all developing regions. Data are available for over 90 indicators in 14 topic areas, including education, food security, income, safety nets, and others. For more information, please refer to our Technical Note and Data Dictionary.",World Bank,Phone survey,8794,,Multi-country,Internal review,Dataset,"The figures presented in this dashboard are derived from the Rapid Monitoring Database (RMD). The RMD is a harmonized collection of high-frequency phone surveys in response to the COVID-19 crisis conducted by the World Bank Group and partners so that they share a common format. In cases where countries had recently conducted representative household survey that contains re-contact information for some or all household members, this data was often used to create a representative sampling frame for telephone-based surveys. In other cases, list-based sampling frames used numbers from government registries, telecommunications companies, marketing firms, or other sources to survey representative samples. See more on: https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys",World Bank,https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys,2020-03-01,impact|practice,Processed,,Misc.,,Rural
486,ZWE,National,PRA001,Mask,"In the past 7 days, did you wear a face mask or face covering when going to a public place? - Y",0.983696,,355.0,All,All,18 and above ,Unspecified,Urban,2020-07-01,Match,0.15922346773028256,Acceptable,,,S164,0,2022-04-15 11:46:42,1,2020-07-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,World Bank,Harmonized COVID-19 Household Monitoring Surveys,"The dataset contains harmonized indicators created from high-frequency phone surveys collected by the World Bank and partners. The surveys capture the socioeconomic impacts of the COVID-19 pandemic on households and individuals from all developing regions. Data are available for over 90 indicators in 14 topic areas, including education, food security, income, safety nets, and others. For more information, please refer to our Technical Note and Data Dictionary.",World Bank,Phone survey,8794,,Multi-country,Internal review,Dataset,"The figures presented in this dashboard are derived from the Rapid Monitoring Database (RMD). The RMD is a harmonized collection of high-frequency phone surveys in response to the COVID-19 crisis conducted by the World Bank Group and partners so that they share a common format. In cases where countries had recently conducted representative household survey that contains re-contact information for some or all household members, this data was often used to create a representative sampling frame for telephone-based surveys. In other cases, list-based sampling frames used numbers from government registries, telecommunications companies, marketing firms, or other sources to survey representative samples. See more on: https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys",World Bank,https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys,2020-03-01,impact|practice,Processed,,Misc.,,Urban
487,ZWE,National,PRA001,Mask,"In the past 7 days, did you wear a face mask or face covering when going to a public place? - Y",0.981813,,1114.0,All,All,18 and above ,Unspecified,All,2020-12-01,Match,0.08988322765679696,Good,,,S164,0,2022-04-15 11:46:42,1,2020-12-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,World Bank,Harmonized COVID-19 Household Monitoring Surveys,"The dataset contains harmonized indicators created from high-frequency phone surveys collected by the World Bank and partners. The surveys capture the socioeconomic impacts of the COVID-19 pandemic on households and individuals from all developing regions. Data are available for over 90 indicators in 14 topic areas, including education, food security, income, safety nets, and others. For more information, please refer to our Technical Note and Data Dictionary.",World Bank,Phone survey,8794,,Multi-country,Internal review,Dataset,"The figures presented in this dashboard are derived from the Rapid Monitoring Database (RMD). The RMD is a harmonized collection of high-frequency phone surveys in response to the COVID-19 crisis conducted by the World Bank Group and partners so that they share a common format. In cases where countries had recently conducted representative household survey that contains re-contact information for some or all household members, this data was often used to create a representative sampling frame for telephone-based surveys. In other cases, list-based sampling frames used numbers from government registries, telecommunications companies, marketing firms, or other sources to survey representative samples. See more on: https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys",World Bank,https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys,2020-03-01,impact|practice,Processed,,Misc.,14862924.0,Global
488,ZWE,National,PRA001,Mask,"In the past 7 days, did you wear a face mask or face covering when going to a public place? - Y",0.974647,,788.0,All,All,18 and above ,Unspecified,Rural,2020-12-01,Match,0.10687057498186447,Good,,,S164,0,2022-04-15 11:46:42,1,2020-12-01,Percentage of individuals who report practicing recommended measures to protect themselves from COVID-19​,Practice,Protective measures - Individual,Core indicator,Y,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,World Bank,Harmonized COVID-19 Household Monitoring Surveys,"The dataset contains harmonized indicators created from high-frequency phone surveys collected by the World Bank and partners. The surveys capture the socioeconomic impacts of the COVID-19 pandemic on households and individuals from all developing regions. Data are available for over 90 indicators in 14 topic areas, including education, food security, income, safety nets, and others. For more information, please refer to our Technical Note and Data Dictionary.",World Bank,Phone survey,8794,,Multi-country,Internal review,Dataset,"The figures presented in this dashboard are derived from the Rapid Monitoring Database (RMD). The RMD is a harmonized collection of high-frequency phone surveys in response to the COVID-19 crisis conducted by the World Bank Group and partners so that they share a common format. In cases where countries had recently conducted representative household survey that contains re-contact information for some or all household members, this data was often used to create a representative sampling frame for telephone-based surveys. In other cases, list-based sampling frames used numbers from government registries, telecommunications companies, marketing firms, or other sources to survey representative samples. See more on: https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys",World Bank,https://datacatalog.worldbank.org/dataset/harmonized-covid-19-household-monitoring-surveys,2020-03-01,impact|practice,Processed,,Misc.,,Rural
